latitude,longitude,altitude (m),improvementmarketvalue,marketvalueyear,noofstories,propertycountylandusecode,propertyzip,rowid,squarefeet,storytypestdcode,totalmarketvalue
40.612496,-73.937826,4.8,684000,2017,2,RR101,11234,193DBD57-730B-E811-80C3-3863BB430E3F,4000,,929000
40.616051,-73.940552,6.2,451000,2017,2,RR101,11234,193EBD57-730B-E811-80C3-3863BB430E3F,2200,,645000
40.631517,-73.90709,1.3,302000,2017,2,RR101,11236,19BEB357-730B-E811-80C3-3863BB430E3F,1445,,420000
40.615777,-73.936948,5.8,355000,2017,1.75,RR101,11234,19C3B357-730B-E811-80C3-3863BB430E3F,3450,,570000
40.607328,-73.904996,2.5,694000,2017,2,RR101,11234,19CA9B57-730B-E811-80C3-3863BB430E3F,4283,,1040000
40.617698,-73.915238,3,370000,2017,2,RR101,11234,19D3B357-730B-E811-80C3-3863BB430E3F,2100,,486000
40.615749,-73.901478,1.9,345000,2017,1,RR101,11234,1A01A357-730B-E811-80C3-3863BB430E3F,5000,,603000
40.624348,-73.926222,4.8,351000,2017,2,RR101,11234,1A0FC957-730B-E811-80C3-3863BB430E3F,1983,,481000
40.616721,-73.91963,3.5,348000,2017,2,RR101,11234,1A26DC57-730B-E811-80C3-3863BB430E3F,2000,,516000
40.624906,-73.933443,4.7,350000,2017,2,RR101,11234,1A2DAA57-730B-E811-80C3-3863BB430E3F,2500,,510000
40.616596,-73.942867,6.6,531000,2017,2,RR101,11234,1A39D557-730B-E811-80C3-3863BB430E3F,2600,,736000
40.612817,-73.92732,4.1,348000,2017,2,RR101,11234,1A409E57-730B-E811-80C3-3863BB430E3F,1928,,484000
40.608572,-73.929565,3.6,528000,2017,2,RR101,11234,1A47AA57-730B-E811-80C3-3863BB430E3F,2000,,687000
40.619596,-73.90441,2.8,363000,2017,1,RR101,11234,1A4FC457-730B-E811-80C3-3863BB430E3F,3000,,545000
40.632167,-73.933852,7.3,314000,2017,1,RR101,11234,1A52AA57-730B-E811-80C3-3863BB430E3F,2175,,472000
40.626644,-73.923941,4.7,383000,2017,1,RR101,11234,1A57C457-730B-E811-80C3-3863BB430E3F,5000,,678000
40.616699,-73.936273,5.6,425000,2017,2,RR101,11234,1A58C457-730B-E811-80C3-3863BB430E3F,2000,,600000
40.626008,-73.93262,5.5,408000,2017,2,RR101,11234,1A6DC457-730B-E811-80C3-3863BB430E3F,2300,,562000
40.61754,-73.943189,7,547000,2017,2,RR101,11234,1A6ECB57-730B-E811-80C3-3863BB430E3F,5047,,973000
40.588892,-73.957729,3.1,400000,2017,2,RR101,11235,1A7AC457-730B-E811-80C3-3863BB430E3F,1271,,548000
40.645475,-73.900816,4.9,242000,2017,2,RR101,11236,1A7EAC57-730B-E811-80C3-3863BB430E3F,1715,,398000
40.616062,-73.934379,4.9,516000,2017,1.5,RR101,11234,1A89BF57-730B-E811-80C3-3863BB430E3F,4000,,801000
40.615123,-73.922714,2.9,318000,2017,2,RR101,11234,1A91BF57-730B-E811-80C3-3863BB430E3F,4000,,599000
40.607194,-73.903815,2.1,759000,2017,2,RR101,11234,1A94CB57-730B-E811-80C3-3863BB430E3F,4200,,1141000
40.62963,-73.900367,1.8,339000,2017,2,RR101,11236,1A99BF57-730B-E811-80C3-3863BB430E3F,1800,,489000
40.636282,-73.896729,4.3,260000,2017,2,RR101,11236,1A99CB57-730B-E811-80C3-3863BB430E3F,2500,,413000
40.63193,-73.921249,4.3,362000,2017,2,RR101,11234,1A9BA057-730B-E811-80C3-3863BB430E3F,2000,,484000
40.614367,-73.908618,2.7,1229000,2017,3,RR101,11234,1A9DA057-730B-E811-80C3-3863BB430E3F,5367,,1487000
40.58632,-73.962988,3.3,524000,2017,2,RR101,11235,1AABCB57-730B-E811-80C3-3863BB430E3F,1600,,652000
40.622209,-73.932786,4.6,336000,2017,2.5,RR101,11234,1AB2BF57-730B-E811-80C3-3863BB430E3F,3000,,532000
40.61365,-73.910734,2.5,1397000,2017,2.5,RR101,11234,1AD6CB57-730B-E811-80C3-3863BB430E3F,4800,,1798000
40.619396,-73.937321,5.7,408000,2017,2,RR101,11234,1ADACD57-730B-E811-80C3-3863BB430E3F,1584,,546000
40.637503,-73.901273,4.5,210000,2017,2,RR101,11236,1AE1BF57-730B-E811-80C3-3863BB430E3F,2111,,337000
40.618453,-73.935154,5.3,523000,2017,2.5,RR101,11234,1AF9D457-730B-E811-80C3-3863BB430E3F,2000,,651000
40.608468,-73.907997,2.2,667000,2017,1,RR101,11234,1B019C57-730B-E811-80C3-3863BB430E3F,4500,,957000
40.582015,-73.966546,2.7,353000,2017,2,RR101,11235,1B28BD57-730B-E811-80C3-3863BB430E3F,2428,,617000
40.581532,-73.952478,0.3,1323000,2017,1,RR101,11235,1B4BB157-730B-E811-80C3-3863BB430E3F,5820,,1872000
40.622586,-73.913966,3.3,454000,2017,2,RR101,11234,1B67A557-730B-E811-80C3-3863BB430E3F,2703,,657000
40.622556,-73.930307,4.6,372000,2017,2,RR101,11234,1B7B9957-730B-E811-80C3-3863BB430E3F,2000,,518000
40.614902,-73.931812,4.3,345000,2017,2,RR101,11234,1B9DB357-730B-E811-80C3-3863BB430E3F,2000,,536000
40.607947,-73.929547,3.5,532000,2017,2,RR101,11234,1BA2B357-730B-E811-80C3-3863BB430E3F,2000,,675000
40.634163,-73.932172,5.9,352000,2017,2,RR101,11234,1BBCBA57-730B-E811-80C3-3863BB430E3F,1800,,479000
40.629279,-73.927692,5.8,376000,2017,2,RR101,11234,1BBDB357-730B-E811-80C3-3863BB430E3F,2400,,557000
40.620354,-73.93071,5.1,334000,2017,2,RR101,11234,1BC8BA57-730B-E811-80C3-3863BB430E3F,2500,,483000
40.645203,-73.908725,6.7,437000,2017,2,RR101,11236,1BD49B57-730B-E811-80C3-3863BB430E3F,2660,,623000
40.58046,-73.947954,0.4,632000,2017,2,RR101,11235,1BDFB357-730B-E811-80C3-3863BB430E3F,3000,,961000
40.645402,-73.908107,6.7,323000,2017,2.75,RR101,11236,1BE0B357-730B-E811-80C3-3863BB430E3F,2500,,481000
40.62267,-73.926038,4.7,259000,2017,2,RR101,11234,1BEB9B57-730B-E811-80C3-3863BB430E3F,1300,,351000
40.607921,-73.903138,1.9,1031000,2017,1,RR101,11234,1C0EC957-730B-E811-80C3-3863BB430E3F,4200,,1338000
40.614872,-73.939719,5.9,370000,2017,2,RR101,11234,1C16AA57-730B-E811-80C3-3863BB430E3F,1900,,559000
40.590121,-73.95747,4.1,469000,2017,2.5,RR101,11235,1C17C257-730B-E811-80C3-3863BB430E3F,2457,,644000
40.62196,-73.919741,3.8,327000,2017,2,RR101,11234,1C26D557-730B-E811-80C3-3863BB430E3F,2188,,442000
40.60688,-73.9065,0.7,585000,2017,2,RR101,11234,1C289E57-730B-E811-80C3-3863BB430E3F,4433,,985000
40.610834,-73.933506,4.3,450000,2017,2,RR101,11234,1C2B9E57-730B-E811-80C3-3863BB430E3F,2200,,649000
40.624098,-73.929525,4.6,403000,2017,2,RR101,11234,1C2DC957-730B-E811-80C3-3863BB430E3F,2000,,540000
40.616607,-73.940418,6.3,449000,2017,2,RR101,11234,1C2DD557-730B-E811-80C3-3863BB430E3F,2000,,610000
40.639322,-73.887739,2.2,235000,2017,2,RR101,11236,1C37AA57-730B-E811-80C3-3863BB430E3F,2600,,395000
40.642806,-73.903508,5.6,248000,2017,2,RR101,11236,1C3C9E57-730B-E811-80C3-3863BB430E3F,2700,,415000
40.617527,-73.94013,6.3,476000,2017,2,RR101,11234,1C48D057-730B-E811-80C3-3863BB430E3F,2100,,653000
40.615644,-73.934344,4.9,414000,2017,2,RR101,11234,1C52D057-730B-E811-80C3-3863BB430E3F,2000,,602000
40.609072,-73.928804,3.7,503000,2017,2,RR101,11234,1C5CA557-730B-E811-80C3-3863BB430E3F,2000,,658000
40.617996,-73.916334,3.1,518000,2017,2.5,RR101,11234,1C62C457-730B-E811-80C3-3863BB430E3F,4000,,730000
40.587078,-73.943042,3,481000,2017,2,RR101,11235,1C6AD757-730B-E811-80C3-3863BB430E3F,2600,,671000
40.615948,-73.932977,4.5,484000,2017,2,RR101,11234,1C6DAC57-730B-E811-80C3-3863BB430E3F,2500,,680000
40.621846,-73.930231,4.6,475000,2017,2,RR101,11234,1C6FB857-730B-E811-80C3-3863BB430E3F,2000,,615000
40.617043,-73.939592,6.2,460000,2017,2,RR101,11234,1C7BCB57-730B-E811-80C3-3863BB430E3F,2100,,653000
40.643796,-73.888687,1.7,341000,2017,2,RR101,11236,1C86AC57-730B-E811-80C3-3863BB430E3F,2600,,501000
40.614912,-73.939763,5.9,370000,2017,2,RR101,11234,1C88C457-730B-E811-80C3-3863BB430E3F,1900,,559000
40.585016,-73.936687,2.1,291000,2017,1,RR101,11235,1C9CBF57-730B-E811-80C3-3863BB430E3F,1080,,383000
40.640316,-73.885377,1.8,367000,2017,1,RR101,11236,1CA2BF57-730B-E811-80C3-3863BB430E3F,4000,,536000
40.616399,-73.917708,3,335000,2017,2,RR101,11234,1CB2A057-730B-E811-80C3-3863BB430E3F,1850,,489000
40.63753,-73.917764,4.9,159000,2017,2,RR101,11236,1CB3CB57-730B-E811-80C3-3863BB430E3F,3333,,442000
40.615526,-73.911115,2.8,439000,2017,1,RR101,11234,1CB4D257-730B-E811-80C3-3863BB430E3F,5000,,652000
40.609625,-73.902901,1.3,517000,2017,2,RR101,11234,1CB9D957-730B-E811-80C3-3863BB430E3F,7520,,983000
40.634439,-73.932198,5.8,308000,2017,2,RR101,11234,1CBBCB57-730B-E811-80C3-3863BB430E3F,1600,,417000
40.642389,-73.915606,5.9,115000,2017,2,RR101,11236,1CC0BF57-730B-E811-80C3-3863BB430E3F,2500,,330000
40.61007,-73.938045,4.5,547000,2017,2,RR101,11234,1CC3BF57-730B-E811-80C3-3863BB430E3F,1808,,682000
40.613476,-73.923487,2.7,272000,2017,2,RR101,11234,1CC5CB57-730B-E811-80C3-3863BB430E3F,2500,,459000
40.615888,-73.931678,4.3,490000,2017,2,RR101,11234,1CCECB57-730B-E811-80C3-3863BB430E3F,4000,,714000
40.615203,-73.922723,2.9,315000,2017,2,RR101,11234,1CD1CB57-730B-E811-80C3-3863BB430E3F,1800,,464000
40.584455,-73.938303,2.1,203000,2017,1,RR101,11235,1CDCBF57-730B-E811-80C3-3863BB430E3F,1200,,307000
40.61973,-73.902001,2.7,522000,2017,2,RR101,11234,1CE1BF57-730B-E811-80C3-3863BB430E3F,2717,,716000
40.608733,-73.926169,3.1,443000,2017,2,RR101,11234,1CE4CD57-730B-E811-80C3-3863BB430E3F,2500,,601000
40.641091,-73.902829,4.3,269000,2017,2.5,RR101,11236,1CF6C157-730B-E811-80C3-3863BB430E3F,2017,,409000
40.611969,-73.929014,4.3,438000,2017,2,RR101,11234,1D039C57-730B-E811-80C3-3863BB430E3F,2500,,657000
40.637715,-73.903238,4,268000,2017,2,RR101,11236,1D04B657-730B-E811-80C3-3863BB430E3F,2800,,441000
40.585606,-73.947394,3,465000,2017,2,RR101,11235,1D11C255-730B-E811-80C3-3863BB430E3F,2730,,659000
40.635523,-73.899569,3.9,209000,2017,1,RR101,11236,1D20BD57-730B-E811-80C3-3863BB430E3F,3000,,396000
40.637096,-73.917281,4.8,172000,2017,2,RR101,11236,1D4DB157-730B-E811-80C3-3863BB430E3F,2633,,395000
40.61517,-73.926546,4.3,289000,2017,2,RR101,11234,1D56BD57-730B-E811-80C3-3863BB430E3F,1600,,421000
40.617001,-73.913236,2.8,364000,2017,2,RR101,11234,1D5FA557-730B-E811-80C3-3863BB430E3F,2300,,532000
40.631671,-73.931917,6.9,388000,2017,2,RR101,11234,1D769957-730B-E811-80C3-3863BB430E3F,2600,,548000
40.611308,-73.931497,4.3,597000,2017,2,RR101,11234,1DBE9B57-730B-E811-80C3-3863BB430E3F,2000,,743000
40.615959,-73.94045,6.2,397000,2017,2,RR101,11234,1DD39B57-730B-E811-80C3-3863BB430E3F,2200,,645000
40.637549,-73.91826,4.7,189000,2017,2,RR101,11236,1DFBAE57-730B-E811-80C3-3863BB430E3F,1800,,351000
40.612649,-73.943085,5.5,564000,2017,2.5,RR101,11234,1DFE9B57-730B-E811-80C3-3863BB430E3F,3100,,800000
40.616228,-73.901141,2,380000,2017,1,RR101,11234,1E0CAA57-730B-E811-80C3-3863BB430E3F,4000,,586000
40.612193,-73.930022,4.3,392000,2017,2,RR101,11234,1E0EAA57-730B-E811-80C3-3863BB430E3F,3000,,621000
40.577911,-73.950375,1.1,1901000,2017,2,RR101,11235,1E11AA57-730B-E811-80C3-3863BB430E3F,7000,,3023000
40.61213,-73.909706,2.4,463000,2017,1,RR101,11234,1E19C257-730B-E811-80C3-3863BB430E3F,4900,,806000
40.634147,-73.897508,3.6,324000,2017,1,RR101,11236,1E1CDC57-730B-E811-80C3-3863BB430E3F,5000,,596000
40.630018,-73.908682,1.6,282000,2017,2,RR101,11236,1E1FDC57-730B-E811-80C3-3863BB430E3F,2600,,489000
40.640103,-73.885707,1.9,399000,2017,1,RR101,11236,1E2BAA57-730B-E811-80C3-3863BB430E3F,4000,,568000
40.631799,-73.922175,4.3,250000,2017,2,RR101,11234,1E2EAA57-730B-E811-80C3-3863BB430E3F,1800,,363000
40.615401,-73.932844,4.5,556000,2017,2,RR101,11234,1E3E9E57-730B-E811-80C3-3863BB430E3F,4000,,881000
40.607862,-73.907512,1.7,666000,2017,1,RR101,11234,1E47D057-730B-E811-80C3-3863BB430E3F,3500,,921000
40.638651,-73.887466,2.2,246000,2017,2,RR101,11236,1E4DD057-730B-E811-80C3-3863BB430E3F,2600,,406000
40.631262,-73.907486,1.7,302000,2017,2,RR101,11236,1E5AC457-730B-E811-80C3-3863BB430E3F,1445,,420000
40.643517,-73.904835,5.7,219000,2017,2,RR101,11236,1E5EB857-730B-E811-80C3-3863BB430E3F,1838,,356000
40.615776,-73.903834,1.8,527000,2017,2,RR101,11234,1E699957-730B-E811-80C3-3863BB430E3F,2717,,729000
40.616168,-73.941917,6.4,472000,2017,2,RR101,11234,1E71B857-730B-E811-80C3-3863BB430E3F,1800,,630000
40.580627,-73.950508,0.6,2008000,2017,2,RR101,11235,1E73AC57-730B-E811-80C3-3863BB430E3F,6000,,2590000
40.612789,-73.941834,5.5,544000,2017,2,RR101,11234,1E7AD757-730B-E811-80C3-3863BB430E3F,3100,,781000
40.627543,-73.929902,5.9,418000,2017,2,RR101,11234,1E8BA057-730B-E811-80C3-3863BB430E3F,2500,,574000
40.63628,-73.908804,2.7,187000,2017,1,RR101,11236,1E8DC457-730B-E811-80C3-3863BB430E3F,3000,,399000
40.576443,-73.950092,1.2,967000,2017,2,RR101,11235,1EA2B857-730B-E811-80C3-3863BB430E3F,4160,,1520000
40.619833,-73.905899,2.8,690000,2017,2,RR101,11234,1EB0CB57-730B-E811-80C3-3863BB430E3F,3000,,877000
40.587356,-73.94211,3.5,455000,2017,2,RR101,11235,1EB6BF57-730B-E811-80C3-3863BB430E3F,2800,,662000
40.579158,-73.941076,1.4,712000,2017,1,RR101,11235,1EB8BF57-730B-E811-80C3-3863BB430E3F,3000,,1024000
40.615106,-73.909419,2.8,844000,2017,2,RR101,11234,1EB9A057-730B-E811-80C3-3863BB430E3F,4833,,1181000
40.610909,-73.940219,4.5,556000,2017,2.5,RR101,11234,1EC1CB57-730B-E811-80C3-3863BB430E3F,3100,,813000
40.604884,-73.910498,0.4,572000,2017,1,RR101,11234,1ECAA057-730B-E811-80C3-3863BB430E3F,4000,,943000
40.617175,-73.925821,4.3,309000,2017,2,RR101,11234,1ECECB57-730B-E811-80C3-3863BB430E3F,3000,,477000
40.638633,-73.883642,2.4,438000,2017,2,RR101,11236,1ECED957-730B-E811-80C3-3863BB430E3F,4000,,623000
40.609109,-73.904909,4.6,698000,2017,1,RR101,11234,1ED9BF57-730B-E811-80C3-3863BB430E3F,5733,,1070000
40.640563,-73.885836,1.8,310000,2017,1,RR101,11236,1EDBCD57-730B-E811-80C3-3863BB430E3F,4000,,495000
40.631728,-73.895336,2.8,323000,2017,2,RR101,11236,1EE0BF57-730B-E811-80C3-3863BB430E3F,2000,,443000
40.588731,-73.964258,2.8,997000,2017,2.5,RR101,11235,1EF0BF57-730B-E811-80C3-3863BB430E3F,3800,,1281000
40.64995,-73.916416,8.2,118000,2017,1,RR101,11236,1F0DB657-730B-E811-80C3-3863BB430E3F,2200,,356000
40.640671,-73.882843,1.5,291000,2017,2,RR101,11236,1F32BD57-730B-E811-80C3-3863BB430E3F,2350,,435000
40.612209,-73.936947,4.6,487000,2017,2,RR101,11234,1F35B157-730B-E811-80C3-3863BB430E3F,1424,,642000
40.618227,-73.923043,4.4,267000,2017,2,RR101,11234,1F42B157-730B-E811-80C3-3863BB430E3F,2175,,416000
40.635973,-73.893633,3.9,260000,2017,2,RR101,11236,1F53B157-730B-E811-80C3-3863BB430E3F,3000,,447000
40.583583,-73.935954,0.4,192000,2017,1,RR101,11235,1F63A557-730B-E811-80C3-3863BB430E3F,847,,263000
40.627568,-73.924039,4.4,324000,2017,2,RR101,11234,1FA1B357-730B-E811-80C3-3863BB430E3F,2000,,491000
40.610978,-73.908363,2.6,722000,2017,1,RR101,11234,1FA4B357-730B-E811-80C3-3863BB430E3F,5233,,1001000
40.607833,-73.912396,1.6,436000,2017,2,RR101,11234,1FBCB357-730B-E811-80C3-3863BB430E3F,2100,,613000
40.585535,-73.937115,3.1,200000,2017,1,RR101,11235,1FFDB557-730B-E811-80C3-3863BB430E3F,1702,,329000
40.607156,-73.907893,0.7,682000,2017,1,RR101,11234,2016AF57-730B-E811-80C3-3863BB430E3F,3817,,1014000
40.603936,-73.9099,0.1,842000,2017,1,RR101,11234,201AD557-730B-E811-80C3-3863BB430E3F,6000,,1237000
40.611706,-73.92117,2.6,303000,2017,2,RR101,11234,201CC257-730B-E811-80C3-3863BB430E3F,2500,,508000
40.642799,-73.888686,1.9,302000,2017,2,RR101,11236,2022AA57-730B-E811-80C3-3863BB430E3F,2283,,442000
40.612673,-73.927545,4.3,342000,2017,2,RR101,11234,2041D557-730B-E811-80C3-3863BB430E3F,1754,,497000
40.617513,-73.938407,6,453000,2017,2,RR101,11234,2042AA57-730B-E811-80C3-3863BB430E3F,2025,,614000
40.623469,-73.918833,4.2,343000,2017,2,RR101,11234,204BD057-730B-E811-80C3-3863BB430E3F,2000,,484000
40.616509,-73.918085,3.1,313000,2017,2,RR101,11234,204FC457-730B-E811-80C3-3863BB430E3F,2600,,497000
40.591098,-73.952758,6,483000,2017,2,RR101,11235,2057A557-730B-E811-80C3-3863BB430E3F,1600,,605000
40.608926,-73.938939,4.3,566000,2017,2.75,RR101,11234,2058B857-730B-E811-80C3-3863BB430E3F,3100,,778000
40.613032,-73.907049,2.6,345000,2017,1,RR101,11234,205DA557-730B-E811-80C3-3863BB430E3F,4000,,601000
40.640066,-73.915955,5.9,218000,2017,2,RR101,11236,20649957-730B-E811-80C3-3863BB430E3F,1800,,385000
40.619879,-73.914937,2.8,389000,2017,2,RR101,11234,20669957-730B-E811-80C3-3863BB430E3F,2875,,534000
40.621221,-73.931985,4.8,371000,2017,2,RR101,11234,2068B857-730B-E811-80C3-3863BB430E3F,3333,,583000
40.615489,-73.917895,3.1,399000,2017,2,RR101,11234,206CAC57-730B-E811-80C3-3863BB430E3F,1800,,549000
40.609992,-73.937958,4.5,489000,2017,2,RR101,11234,206EAC57-730B-E811-80C3-3863BB430E3F,2000,,669000
40.578471,-73.961113,2.7,183000,2017,1,RR101,11235,206EC457-730B-E811-80C3-3863BB430E3F,1563,,469000
40.60934,-73.93553,4,429000,2017,1,RR101,11234,207CD757-730B-E811-80C3-3863BB430E3F,2200,,603000
40.614628,-73.940196,5.8,370000,2017,2,RR101,11234,2082B857-730B-E811-80C3-3863BB430E3F,1900,,554000
40.635288,-73.892591,3.3,307000,2017,2,RR101,11236,2098CB57-730B-E811-80C3-3863BB430E3F,2000,,427000
40.632188,-73.90794,1.7,300000,2017,2,RR101,11236,2098D257-730B-E811-80C3-3863BB430E3F,1600,,432000
40.630272,-73.923969,4.7,319000,2017,2,RR101,11234,20C3CB57-730B-E811-80C3-3863BB430E3F,2067,,493000
40.607721,-73.91257,1.7,387000,2017,2,RR101,11234,20D8AE57-730B-E811-80C3-3863BB430E3F,2100,,609000
40.624577,-73.931525,4.6,394000,2017,2,RR101,11234,20DCAE57-730B-E811-80C3-3863BB430E3F,2100,,540000
40.623373,-73.933129,4.6,389000,2017,2.5,RR101,11234,20E7BF57-730B-E811-80C3-3863BB430E3F,2000,,520000
40.631603,-73.931909,6.9,419000,2017,2,RR101,11234,20F8A257-730B-E811-80C3-3863BB430E3F,2217,,564000
40.638994,-73.887374,2.1,246000,2017,2,RR101,11236,2105C255-730B-E811-80C3-3863BB430E3F,2600,,406000
40.610854,-73.910288,2.3,457000,2017,2,RR101,11234,2112B657-730B-E811-80C3-3863BB430E3F,1800,,615000
40.613175,-73.932813,4.4,394000,2017,2,RR101,11234,2121BD57-730B-E811-80C3-3863BB430E3F,2092,,585000
40.632944,-73.903783,1.6,361000,2017,2,RR101,11236,2128BD57-730B-E811-80C3-3863BB430E3F,1800,,521000
40.631594,-73.910064,1.6,335000,2017,2,RR101,11236,212DBD57-730B-E811-80C3-3863BB430E3F,2000,,499000
40.620036,-73.932565,5.2,326000,2017,2,RR101,11234,2137B157-730B-E811-80C3-3863BB430E3F,2100,,472000
40.646563,-73.918903,6.1,188000,2017,2,RR101,11236,213FB157-730B-E811-80C3-3863BB430E3F,1440,,365000
40.624776,-73.926629,4.6,314000,2017,1,RR101,11234,2157B157-730B-E811-80C3-3863BB430E3F,2200,,447000
40.59085,-73.959798,3.5,333000,2017,1,RR101,11235,2197B357-730B-E811-80C3-3863BB430E3F,2920,,519000
40.635296,-73.902614,3.2,300000,2017,2,RR101,11236,21A8B357-730B-E811-80C3-3863BB430E3F,2315,,446000
40.632701,-73.901045,2.7,252000,2017,1,RR101,11236,21BABA57-730B-E811-80C3-3863BB430E3F,2667,,423000
40.624755,-73.926265,4.6,326000,2017,1,RR101,11234,21D0B357-730B-E811-80C3-3863BB430E3F,2183,,458000
40.637963,-73.886218,2.3,306000,2017,2,RR101,11236,2205D557-730B-E811-80C3-3863BB430E3F,2133,,435000
40.608857,-73.935473,4,528000,2017,1,RR101,11234,2206D557-730B-E811-80C3-3863BB430E3F,2300,,692000
40.614724,-73.933083,4.6,457000,2017,2,RR101,11234,220EAA57-730B-E811-80C3-3863BB430E3F,4000,,786000
40.615428,-73.902222,1.9,476000,2017,2,RR101,11234,220FC957-730B-E811-80C3-3863BB430E3F,2558,,697000
40.646446,-73.893618,2.7,244000,2017,2,RR101,11236,2214AA57-730B-E811-80C3-3863BB430E3F,1575,,385000
40.611004,-73.910616,2.4,460000,2017,2,RR101,11234,221EDC57-730B-E811-80C3-3863BB430E3F,1808,,610000
40.643365,-73.887808,1.6,303000,2017,2,RR101,11236,2223D557-730B-E811-80C3-3863BB430E3F,2283,,442000
40.608427,-73.908662,1.7,682000,2017,1,RR101,11234,2227AA57-730B-E811-80C3-3863BB430E3F,4000,,975000
40.58135,-73.95158,0.4,1059000,2017,2,RR101,11235,2232D057-730B-E811-80C3-3863BB430E3F,6240,,1658000
40.629556,-73.932055,6.6,372000,2017,2.5,RR101,11234,223FDC57-730B-E811-80C3-3863BB430E3F,3450,,593000
40.617794,-73.905334,2.5,434000,2017,1.5,RR101,11234,2256A557-730B-E811-80C3-3863BB430E3F,3533,,644000
40.587628,-73.959154,3,429000,2017,2,RR101,11235,2259A557-730B-E811-80C3-3863BB430E3F,2000,,568000
40.637378,-73.918069,4.7,135000,2017,2,RR101,11236,22609957-730B-E811-80C3-3863BB430E3F,3533,,451000
40.618116,-73.90446,2.8,626000,2017,2,RR101,11234,226AC457-730B-E811-80C3-3863BB430E3F,4000,,890000
40.614363,-73.930463,4,405000,2017,2,RR101,11234,227BA557-730B-E811-80C3-3863BB430E3F,2300,,556000
40.634151,-73.927629,5,242000,2017,1,RR101,11234,2283A057-730B-E811-80C3-3863BB430E3F,2150,,373000
40.635829,-73.917511,4.3,182000,2017,2,RR101,11236,2285CB57-730B-E811-80C3-3863BB430E3F,1800,,355000
40.623825,-73.929496,4.6,403000,2017,2,RR101,11234,2289AC57-730B-E811-80C3-3863BB430E3F,2000,,540000
40.587554,-73.94541,3,763000,2017,2,RR101,11235,228AB857-730B-E811-80C3-3863BB430E3F,4200,,1098000
40.633177,-73.902815,2.3,322000,2017,1.75,RR101,11236,2291AC57-730B-E811-80C3-3863BB430E3F,3333,,504000
40.589327,-73.944376,3,408000,2017,2,RR101,11235,2291CB57-730B-E811-80C3-3863BB430E3F,1785,,575000
40.608283,-73.930013,3.6,535000,2017,2,RR101,11234,2293B857-730B-E811-80C3-3863BB430E3F,2000,,690000
40.632059,-73.907039,1.1,279000,2017,2,RR101,11236,2295CB57-730B-E811-80C3-3863BB430E3F,1600,,421000
40.614747,-73.940327,5.8,390000,2017,2,RR101,11234,22A5D257-730B-E811-80C3-3863BB430E3F,1900,,554000
40.578892,-73.950165,0.9,1915000,2017,2,RR101,11235,22AFCB57-730B-E811-80C3-3863BB430E3F,6000,,2649000
40.620002,-73.929084,5,297000,2017,2.5,RR101,11234,22B5A057-730B-E811-80C3-3863BB430E3F,4000,,556000
40.616438,-73.932766,4.4,504000,2017,2,RR101,11234,22B9CB57-730B-E811-80C3-3863BB430E3F,2600,,702000
40.605496,-73.911561,0.8,569000,2017,1,RR101,11234,22C1BF57-730B-E811-80C3-3863BB430E3F,4042,,891000
40.631976,-73.931952,7,421000,2017,2,RR101,11234,22C2CB57-730B-E811-80C3-3863BB430E3F,2000,,557000
40.640357,-73.910734,5.3,293000,2017,2,RR101,11236,22CBBF57-730B-E811-80C3-3863BB430E3F,1480,,415000
40.631997,-73.929426,6.2,327000,2017,1,RR101,11234,22CDA057-730B-E811-80C3-3863BB430E3F,2400,,475000
40.616659,-73.938776,6.1,469000,2017,2,RR101,11234,22DDAE57-730B-E811-80C3-3863BB430E3F,2000,,631000
40.621904,-73.916684,2.9,477000,2017,2,RR101,11234,22EACD57-730B-E811-80C3-3863BB430E3F,2648,,648000
40.605738,-73.929613,3,431000,2017,1,RR101,11234,22F9C157-730B-E811-80C3-3863BB430E3F,2200,,566000
40.616676,-73.933033,4.5,494000,2017,1.5,RR101,11234,2307C255-730B-E811-80C3-3863BB430E3F,4000,,699000
40.619503,-73.926646,4.8,287000,2017,2,RR101,11234,230FB657-730B-E811-80C3-3863BB430E3F,3000,,482000
40.617149,-73.924881,4.3,300000,2017,2,RR101,11234,2311B657-730B-E811-80C3-3863BB430E3F,3000,,473000
40.633543,-73.926627,5.6,196000,2017,1,RR101,11234,234FB157-730B-E811-80C3-3863BB430E3F,2150,,350000
40.630508,-73.930829,6.5,369000,2017,2,RR101,11234,23A5B357-730B-E811-80C3-3863BB430E3F,2500,,536000
40.610553,-73.926958,3.7,505000,2017,2,RR101,11234,23B8B357-730B-E811-80C3-3863BB430E3F,2200,,662000
40.63286,-73.910389,1.8,300000,2017,2,RR101,11236,23C59B57-730B-E811-80C3-3863BB430E3F,2000,,468000
40.637584,-73.920903,2.4,279000,2017,2,RR101,11234,23C79B57-730B-E811-80C3-3863BB430E3F,1800,,429000
40.641061,-73.885068,1.7,345000,2017,1,RR101,11236,23DBBA57-730B-E811-80C3-3863BB430E3F,4000,,530000
40.630843,-73.929881,6.4,386000,2017,2,RR101,11234,23E9AE57-730B-E811-80C3-3863BB430E3F,1833,,510000
40.63934,-73.886985,2.1,250000,2017,2,RR101,11236,23F1AE57-730B-E811-80C3-3863BB430E3F,2600,,410000
40.617197,-73.906949,1.6,542000,2017,2,RR101,11234,23FDAE57-730B-E811-80C3-3863BB430E3F,2450,,716000
