RowID,PropertyZip,SquareFeet,Latitude,Longitude,Elevation,PropertyCountyLandUseCode,NoOfStories,StoryTypeStdCode,ImprovementMarketValue,TotalMarketValue,MarketValueYear
2F4B65BA-6FCB-E811-80C3-3863BB430E3F,77550,4321,29.319834,-94.751747,4.1,RR101,2,,1022630,1130710,2018
2F4D83BA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.140618,-95.046606,3.1,RR101,2,,252990,281160,2018
2F4F65BA-6FCB-E811-80C3-3863BB430E3F,77550,1699,29.303792,-94.783345,2.2,RR101,1,,86030,93350,2018
2F5583BA-6FCB-E811-80C3-3863BB430E3F,77551,4966,29.287752,-94.821077,2.5,RR101,1,,135250,155000,2018
2F5983BA-6FCB-E811-80C3-3863BB430E3F,77551,8756,29.276356,-94.81669,2.5,RR101,2,,412650,462020,2018
2F5B83BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.283646,-94.821627,1.3,RR101,1,,39360,51740,2018
2F5F8EBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.288522,-94.826233,2.4,RR101,1,,36700,57700,2018
2F618EBA-6FCB-E811-80C3-3863BB430E3F,77550,6403,29.294256,-94.807942,1.3,RR101,2,,196780,220660,2018
2F648EBA-6FCB-E811-80C3-3863BB430E3F,77554,12458,29.150243,-95.028946,2.3,RR101,,,800020,947070,2018
2F8C6ABA-6FCB-E811-80C3-3863BB430E3F,77554,7536,29.198051,-94.989655,0.4,RR101,1.5,,340590,567850,2018
2F8D5FBA-6FCB-E811-80C3-3863BB430E3F,77551,6003,29.288572,-94.824515,1.5,RR101,,,15868,21118,2018
2F946ABA-6FCB-E811-80C3-3863BB430E3F,77554,6839,29.296333,-94.922996,2.3,RR101,1.5,,316530,452450,2018
2F9D6ABA-6FCB-E811-80C3-3863BB430E3F,77550,1394,29.297824,-94.804689,3.2,RR101,1,,30840,35310,2018
2FA05FBA-6FCB-E811-80C3-3863BB430E3F,77554,6926,29.21162,-94.950767,0.8,RR101,1,,183340,500480,2018
2FA60308-0000-0000-BD47-000000000000,77551,,29.267339,-94.848535,1.5,RR101,2,,65341,69341,2018
2FA76ABA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.307724,-94.781375,1.5,RR101,2,,400680,422740,2018
2FA96CBA-6FCB-E811-80C3-3863BB430E3F,77550,4051,29.295185,-94.784861,2.4,RR101,2,,198950,214100,2018
2FB16CBA-6FCB-E811-80C3-3863BB430E3F,77554,5097,29.135847,-95.061268,4.1,RR101,1.5,,507010,568450,2018
2FB36CBA-6FCB-E811-80C3-3863BB430E3F,77550,5793,29.315486,-94.770657,2.3,RR101,1,,92150,108900,2018
2FB67CBA-6FCB-E811-80C3-3863BB430E3F,77554,4008,29.25968,-94.871426,2.9,RR101,2,,295340,369190,2018
2FB77CBA-6FCB-E811-80C3-3863BB430E3F,77550,1786,29.305227,-94.785081,1.5,RR101,2,,171990,179710,2018
2FB872BA-6FCB-E811-80C3-3863BB430E3F,77550,5750,29.285981,-94.799236,2.2,RR101,1,,141750,163210,2018
2FBA72BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.291819,-94.817281,2.4,RR101,1,,67370,79750,2018
2FC27CBA-6FCB-E811-80C3-3863BB430E3F,77551,7710,29.274413,-94.823446,4.1,RR101,1,,153660,178630,2018
2FC57CBA-6FCB-E811-80C3-3863BB430E3F,77554,13939,29.160457,-95.008486,2.3,RR101,1.5,,275010,379550,2018
2FEE5CBA-6FCB-E811-80C3-3863BB430E3F,77551,5009,29.292365,-94.817277,2.1,RR101,1,,74370,95000,2018
2FF87FBA-6FCB-E811-80C3-3863BB430E3F,77550,1917,29.305342,-94.78512,1.5,RR101,2,,133570,141840,2018
2FFD7FBA-6FCB-E811-80C3-3863BB430E3F,77550,5576,29.315438,-94.773035,4.5,RR101,1,,122010,138180,2018
300363BA-6FCB-E811-80C3-3863BB430E3F,77551,2701,29.291555,-94.818719,0.7,RR101,1,,68310,77830,2018
30057ABA-6FCB-E811-80C3-3863BB430E3F,77550,2396,29.310359,-94.783835,4,RR101,,,,6860,2018
300763BA-6FCB-E811-80C3-3863BB430E3F,77554,6316,29.238882,-94.905937,1.5,RR101,1,,51630,58990,2018
300A7ABA-6FCB-E811-80C3-3863BB430E3F,77550,2701,29.289469,-94.790347,1.5,RR101,2,,298710,314090,2018
30167ABA-6FCB-E811-80C3-3863BB430E3F,77551,30736,29.282305,-94.830319,1.5,RR101,2,,226590,347280,2018
302568BA-6FCB-E811-80C3-3863BB430E3F,77550,11021,29.288833,-94.794637,3.8,RR101,1,,244440,292860,2018
302768BA-6FCB-E811-80C3-3863BB430E3F,77551,3006,29.273011,-94.843283,1.4,RR101,,,108610,123460,2018
302968BA-6FCB-E811-80C3-3863BB430E3F,77554,19515,29.233804,-94.91078,1.9,RR101,1,,100060,104260,2018
302A68BA-6FCB-E811-80C3-3863BB430E3F,77554,14357,29.180664,-94.973749,1.9,RR101,,,155430,258478,2018
304292BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.298693,-94.779152,2.7,RR101,1,,113630,123210,2018
304385BA-6FCB-E811-80C3-3863BB430E3F,77551,6142,29.279548,-94.828538,2.8,RR101,1,,134810,143430,2018
304492BA-6FCB-E811-80C3-3863BB430E3F,77554,2134,29.173185,-94.987593,3.3,RR101,2,,236930,242260,2018
304985BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.295649,-94.816801,3.1,RR101,2,,58310,66440,2018
304A85BA-6FCB-E811-80C3-3863BB430E3F,77550,6839,29.306923,-94.777012,2.7,RR101,1,,123210,148040,2018
304A8EBA-6FCB-E811-80C3-3863BB430E3F,77550,7492,29.320286,-94.773527,2.8,RR101,1,,295200,323970,2018
304B92BA-6FCB-E811-80C3-3863BB430E3F,77550,2178,29.290551,-94.792717,3.2,RR101,1,,78520,85460,2018
304C92BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.291887,-94.796922,2,RR101,2,,321470,340540,2018
305285BA-6FCB-E811-80C3-3863BB430E3F,77550,1830,29.308254,-94.776156,1.5,RR101,1,,106680,113560,2018
30578EBA-6FCB-E811-80C3-3863BB430E3F,77550,5489,29.314888,-94.768458,1.2,RR101,1,,123980,159590,2018
306077BA-6FCB-E811-80C3-3863BB430E3F,77550,2814,29.290856,-94.791593,1.8,RR101,1,,124100,145000,2018
306185BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.305333,-94.795633,2.4,RR101,1,,78930,99570,2018
306285BA-6FCB-E811-80C3-3863BB430E3F,77551,6142,29.275592,-94.829861,1.6,RR101,1,,111520,120000,2018
307477BA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.14613,-95.043443,0.2,RR101,2,,367220,395390,2018
307877BA-6FCB-E811-80C3-3863BB430E3F,77550,1699,29.297669,-94.815731,0.2,RR101,1,,23320,27170,2018
30875FBA-6FCB-E811-80C3-3863BB430E3F,77550,5489,29.316134,-94.768721,2.9,RR101,1,,85120,120730,2018
30A072BA-6FCB-E811-80C3-3863BB430E3F,77554,8756,29.184536,-94.97505,1.5,RR101,1,,126050,152000,2018
30A872BA-6FCB-E811-80C3-3863BB430E3F,77554,5184,29.135351,-95.059406,1.5,RR101,1.5,,170960,233360,2018
30C26CBA-6FCB-E811-80C3-3863BB430E3F,77554,4312,29.19259,-94.983451,0.6,RR101,1.5,,118520,215200,2018
30E862BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.286195,-94.818734,2.7,RR101,1,,91160,115910,2018
30EA7FBA-6FCB-E811-80C3-3863BB430E3F,77554,7579,29.18872,-94.978281,1.5,RR101,1,,112550,135120,2018
30EE7FBA-6FCB-E811-80C3-3863BB430E3F,77554,19994,29.129106,-95.069118,0.2,RR101,1,,108830,143830,2018
30F362BA-6FCB-E811-80C3-3863BB430E3F,77554,7928,29.144934,-95.033289,3.2,RR101,2,,206350,333280,2018
30F47FBA-6FCB-E811-80C3-3863BB430E3F,77554,6098,29.204465,-94.938359,2.6,RR101,2,,163190,213000,2018
30F662BA-6FCB-E811-80C3-3863BB430E3F,77551,8015,29.259355,-94.84176,2.8,RR101,1.5,,259100,287640,2018
30F679BA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.195109,-94.986909,2.6,RR101,1,,212910,366000,2018
31005DBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.284255,-94.819307,1.5,RR101,1,,138640,163390,2018
31045DBA-6FCB-E811-80C3-3863BB430E3F,77550,4574,29.306503,-94.778728,1.5,RR101,2,,224620,244260,2018
31065DBA-6FCB-E811-80C3-3863BB430E3F,77550,4051,29.291146,-94.805477,1.5,RR101,1,,103470,118620,2018
310780BA-6FCB-E811-80C3-3863BB430E3F,77550,3441,29.296703,-94.798817,1.1,RR101,1,,56030,66990,2018
310880BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.278627,-94.826298,2.2,RR101,1,,135130,147510,2018
310A80BA-6FCB-E811-80C3-3863BB430E3F,77554,4966,29.293683,-94.860795,2.8,RR101,2,,110260,127760,2018
310B80BA-6FCB-E811-80C3-3863BB430E3F,77554,4269,29.292642,-94.864072,1.5,RR101,1,,41740,56790,2018
31128BBA-6FCB-E811-80C3-3863BB430E3F,77554,9365,29.215831,-94.932162,1.5,RR101,2,,769420,895620,2018
312068BA-6FCB-E811-80C3-3863BB430E3F,77550,4051,29.298429,-94.805874,2.1,RR101,1.5,,55280,68130,2018
312A8BBA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.307593,-94.774757,3.5,RR101,1,,81190,90730,2018
313365BA-6FCB-E811-80C3-3863BB430E3F,77551,4966,29.276479,-94.829786,2.4,RR101,1,,31070,38000,2018
313765BA-6FCB-E811-80C3-3863BB430E3F,77550,5968,29.317988,-94.770551,1.5,RR101,1,,120090,146330,2018
314665BA-6FCB-E811-80C3-3863BB430E3F,77554,4095,29.231809,-94.889072,1.1,RR101,2,,588030,706400,2018
314A65BA-6FCB-E811-80C3-3863BB430E3F,77550,3833,29.297056,-94.78287,1.9,RR101,2,,168650,182950,2018
314B8EBA-6FCB-E811-80C3-3863BB430E3F,77551,7797,29.29093,-94.81656,2.6,RR101,2,,184450,233200,2018
315A83BA-6FCB-E811-80C3-3863BB430E3F,77554,6142,29.203014,-94.935801,3.2,RR101,1,,128260,303260,2018
31628EBA-6FCB-E811-80C3-3863BB430E3F,77554,6360,29.148303,-95.046517,4.4,RR101,1,,137750,292880,2018
31638EBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.282095,-94.825937,3.3,RR101,2,,281020,302020,2018
31668EBA-6FCB-E811-80C3-3863BB430E3F,77550,6186,29.314566,-94.767693,1.9,RR101,1,,196220,216720,2018
318D5FBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.296793,-94.783868,1.5,RR101,1,,102620,121780,2018
318E6ABA-6FCB-E811-80C3-3863BB430E3F,77550,3398,29.286101,-94.796184,1.3,RR101,1,,117900,130610,2018
318F6ABA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.284251,-94.810502,1,RR101,1,,135480,154560,2018
31935FBA-6FCB-E811-80C3-3863BB430E3F,77554,8581,29.235931,-94.883018,2.5,RR101,2,,312280,412000,2018
31945FBA-6FCB-E811-80C3-3863BB430E3F,77551,10716,29.268357,-94.846881,1.6,RR101,1,,200540,235560,2018
31955FBA-6FCB-E811-80C3-3863BB430E3F,77554,6273,29.194793,-94.985868,1.5,RR101,1,,134940,289130,2018
319B6ABA-6FCB-E811-80C3-3863BB430E3F,77554,5097,29.136822,-95.061308,1.1,RR101,1.5,,279200,340640,2018
31A06ABA-6FCB-E811-80C3-3863BB430E3F,77554,6316,29.203147,-94.94088,3.1,RR101,1,,159960,235600,2018
31A45FBA-6FCB-E811-80C3-3863BB430E3F,77554,17468,29.124797,-95.068782,2.7,RR101,1,,100330,130960,2018
31AC5FBA-6FCB-E811-80C3-3863BB430E3F,77554,4879,29.29946,-94.925466,3.4,RR101,2,,216210,272320,2018
31AC6CBA-6FCB-E811-80C3-3863BB430E3F,77554,4966,29.218649,-94.943039,1.5,RR101,2,,311160,363410,2018
31B27CBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.303804,-94.775199,2.1,RR101,1,,129400,164230,2018
31B47CBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.294462,-94.801656,0.5,RR101,1,,79620,95810,2018
31B57CBA-6FCB-E811-80C3-3863BB430E3F,77550,2004,29.288177,-94.801997,1.5,RR101,1,,69530,77000,2018
31B77CBA-6FCB-E811-80C3-3863BB430E3F,77554,3180,29.261544,-94.869899,3,RR101,2,,249030,307600,2018
31B972BA-6FCB-E811-80C3-3863BB430E3F,77550,3620,29.298202,-94.808294,2.1,RR101,1,,34340,45740,2018
31BB72BA-6FCB-E811-80C3-3863BB430E3F,77550,1830,29.319744,-94.748131,4.2,RR101,3,,541130,623980,2018
31BF7CBA-6FCB-E811-80C3-3863BB430E3F,77554,6665,29.252342,-94.870087,1.5,RR101,2,,207400,250740,2018
31C372BA-6FCB-E811-80C3-3863BB430E3F,77550,1176,29.3011,-94.778654,1.8,RR101,1,,38330,42110,2018
31C47CBA-6FCB-E811-80C3-3863BB430E3F,77554,6970,29.202716,-94.938757,2.6,RR101,2,,682100,804500,2018
31C97CBA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.286146,-94.797653,1.5,RR101,1,,149220,168290,2018
31CE7CBA-6FCB-E811-80C3-3863BB430E3F,77554,5401,29.206847,-94.94624,3.2,RR101,2,,198950,252950,2018
31CF7CBA-6FCB-E811-80C3-3863BB430E3F,77554,6098,29.20608,-94.932076,3.7,RR101,1.5,,335340,457740,2018
31D36EBA-6FCB-E811-80C3-3863BB430E3F,77550,4138,29.296643,-94.798988,3.8,RR101,1,,104400,117500,2018
31D67CBA-6FCB-E811-80C3-3863BB430E3F,77551,6839,29.2779,-94.841575,1.5,RR101,1,,53190,63660,2018
31EE5CBA-6FCB-E811-80C3-3863BB430E3F,77551,5097,29.283601,-94.814154,1.5,RR101,2,,178080,197240,2018
31F25CBA-6FCB-E811-80C3-3863BB430E3F,77550,3398,29.285593,-94.802939,1.5,RR101,1,,138560,151300,2018
31FB7FBA-6FCB-E811-80C3-3863BB430E3F,77550,2962,29.286892,-94.800252,1.6,RR101,1,,130460,141590,2018
32047ABA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.143818,-95.043601,0.1,RR101,1,,138610,166920,2018
320763BA-6FCB-E811-80C3-3863BB430E3F,77554,27007,29.237405,-94.906146,1.9,RR101,1,,121120,158920,2018
32097ABA-6FCB-E811-80C3-3863BB430E3F,77551,4617,29.275962,-94.844514,2.2,RR101,1,,130460,153600,2018
320A7ABA-6FCB-E811-80C3-3863BB430E3F,77554,6098,29.129115,-95.061101,2.7,RR101,1,,134320,159820,2018
32268BBA-6FCB-E811-80C3-3863BB430E3F,77554,5271,29.136221,-95.059538,1.7,RR101,1,,311640,375000,2018
322768BA-6FCB-E811-80C3-3863BB430E3F,77554,8581,29.236027,-94.882791,4.4,RR101,2,,215280,315000,2018
323468BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.297901,-94.80789,2.9,RR101,1,,48710,64900,2018
323568BA-6FCB-E811-80C3-3863BB430E3F,77550,6621,29.296117,-94.790908,2.6,RR101,1.5,,184250,221540,2018
323A92BA-6FCB-E811-80C3-3863BB430E3F,77554,6098,29.131023,-95.056829,1.1,RR101,1.5,,339490,365000,2018
323E85BA-6FCB-E811-80C3-3863BB430E3F,77550,15464,29.277391,-94.811266,1,RR101,1,,362920,450000,2018
324692BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.288261,-94.807652,5.3,RR101,1,,103600,132630,2018
32488EBA-6FCB-E811-80C3-3863BB430E3F,77550,3572,29.294946,-94.80184,4.6,RR101,1,,55700,67030,2018
324C92BA-6FCB-E811-80C3-3863BB430E3F,77554,10803,29.139295,-95.053324,0.4,RR101,1,,482900,717040,2018
325792BA-6FCB-E811-80C3-3863BB430E3F,77554,5401,29.297439,-94.916592,1.5,RR101,1.5,,247490,309600,2018
325877BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.298394,-94.777771,1.5,RR101,1,,29040,79890,2018
325977BA-6FCB-E811-80C3-3863BB430E3F,77550,4792,29.28162,-94.801924,3.1,RR101,1,,144450,165120,2018
32598EBA-6FCB-E811-80C3-3863BB430E3F,77554,9278,29.134183,-95.061731,1.5,RR101,1,,291330,414000,2018
325C85BA-6FCB-E811-80C3-3863BB430E3F,77554,5314,29.111161,-95.088475,1.4,RR101,,,252830,317230,2018
325E77BA-6FCB-E811-80C3-3863BB430E3F,77554,28401,29.262427,-94.902078,2.3,RR101,1,,202820,300700,2018
326483BA-6FCB-E811-80C3-3863BB430E3F,77551,4008,29.284487,-94.816855,3.3,RR101,1,,107700,124200,2018
326A77BA-6FCB-E811-80C3-3863BB430E3F,77554,6665,29.179882,-94.97532,3.6,RR101,1,,187110,249980,2018
32A60308-0000-0000-BD47-000000000000,77554,,29.141782,-95.048914,1.7,RR101,,,83750,89750,2018
32B172BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.284235,-94.826603,2.3,RR101,1,,228120,249120,2018
32C86CBA-6FCB-E811-80C3-3863BB430E3F,77550,3572,29.284213,-94.810157,1.5,RR101,1,,79180,92550,2018
32CB6CBA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.279887,-94.819428,2.4,RR101,2,,218780,231160,2018
32CE6CBA-6FCB-E811-80C3-3863BB430E3F,77554,3964,29.232496,-94.889946,2.2,RR101,,,472530,519850,2018
32D17CBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.29673,-94.806664,4,RR101,1,,26820,43070,2018
32DB6EBA-6FCB-E811-80C3-3863BB430E3F,77554,5576,29.301298,-94.918481,3.1,RR101,1,BMT,127500,266900,2018
32DF6EBA-6FCB-E811-80C3-3863BB430E3F,77554,10977,29.207484,-94.931893,1.5,RR101,1.5,,243360,323360,2018
32E36EBA-6FCB-E811-80C3-3863BB430E3F,77551,4182,29.286404,-94.827284,1.6,RR101,1,,68230,85870,2018
32E462BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.284311,-94.802569,2.9,RR101,1,,178570,197730,2018
32EE6EBA-6FCB-E811-80C3-3863BB430E3F,77550,2526,29.286879,-94.808863,1.3,RR101,1,,135640,145140,2018
32F779BA-6FCB-E811-80C3-3863BB430E3F,77551,4225,29.277406,-94.842253,1.5,RR101,1,,6770,12720,2018
32F862BA-6FCB-E811-80C3-3863BB430E3F,77554,4269,29.236389,-94.88194,3.1,RR101,2,,321350,371210,2018
32FA62BA-6FCB-E811-80C3-3863BB430E3F,77550,2126,29.293006,-94.798731,1.5,RR101,,,14700,18680,2018
32FB79BA-6FCB-E811-80C3-3863BB430E3F,77554,9365,29.218788,-94.932247,2.5,RR101,2,,721500,880000,2018
33085DBA-6FCB-E811-80C3-3863BB430E3F,77554,5881,29.297244,-94.910089,0.8,RR101,2,BMT,628440,719600,2018
330A5DBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.280893,-94.824384,4.4,RR101,1,,61260,86010,2018
330B80BA-6FCB-E811-80C3-3863BB430E3F,77554,4661,29.2623,-94.870666,2.7,RR101,2,,258930,334480,2018
33125DBA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.303093,-94.786013,0.1,RR101,1.5,,281350,300880,2018
33168BBA-6FCB-E811-80C3-3863BB430E3F,77554,4095,29.193389,-94.98494,0.2,RR101,1,,159950,251400,2018
331C68BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.286136,-94.79616,1.5,RR101,1,,129930,149000,2018
331F8BBA-6FCB-E811-80C3-3863BB430E3F,77550,10280,29.304504,-94.780628,1.5,RR101,1.5,,380960,421320,2018
332A8BBA-6FCB-E811-80C3-3863BB430E3F,77554,6011,29.295165,-94.917332,1.5,RR101,1,,181420,256560,2018
332C65BA-6FCB-E811-80C3-3863BB430E3F,77554,6273,29.142938,-95.049155,1.5,RR101,1,,138160,258090,2018
334265BA-6FCB-E811-80C3-3863BB430E3F,77554,5097,29.299539,-94.92403,2.8,RR101,1.5,,416890,476000,2018
334365BA-6FCB-E811-80C3-3863BB430E3F,77554,22825,29.119617,-95.071259,2.7,RR101,2,,319570,459990,2018
334865BA-6FCB-E811-80C3-3863BB430E3F,77551,3833,29.274105,-94.837254,3,RR101,1,,84450,93860,2018
334A83BA-6FCB-E811-80C3-3863BB430E3F,77554,32975,29.258956,-94.874348,3.5,RR101,1,,26590,69490,2018
334F65BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.284553,-94.823305,2,RR101,1,,160950,185710,2018
335265BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.300145,-94.786646,1.3,RR101,2,,144260,163320,2018
335683BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.300897,-94.779075,1.3,RR101,1,,53980,62110,2018
335E83BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.298375,-94.780253,1.7,RR101,1,,80350,90000,2018
33608EBA-6FCB-E811-80C3-3863BB430E3F,77554,18295,29.219015,-94.911238,2.4,RR101,1,,138020,187190,2018
33618EBA-6FCB-E811-80C3-3863BB430E3F,77550,5968,29.317532,-94.771155,2.6,RR101,1,,95040,121280,2018
33658EBA-6FCB-E811-80C3-3863BB430E3F,77554,6926,29.190897,-94.976267,2.5,RR101,1.5,,326680,419360,2018
33885FBA-6FCB-E811-80C3-3863BB430E3F,77554,6490,29.130763,-95.058024,2.9,RR101,2,,305000,332170,2018
338C6ABA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.289083,-94.8241,1.4,RR101,1,,152190,173190,2018
338E5FBA-6FCB-E811-80C3-3863BB430E3F,77554,7492,29.243532,-94.875905,2.9,RR101,2,,242510,250000,2018
33985FBA-6FCB-E811-80C3-3863BB430E3F,77550,5968,29.305439,-94.782815,1.6,RR101,1,,307800,333370,2018
339C5FBA-6FCB-E811-80C3-3863BB430E3F,77550,3223,29.29265,-94.801351,1.7,RR101,2,,224180,236100,2018
33A15FBA-6FCB-E811-80C3-3863BB430E3F,77554,11435,29.297967,-94.919084,3.5,RR101,2,,290760,422280,2018
33A26ABA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.299936,-94.782731,3.5,RR101,1,,55800,74880,2018
33A86ABA-6FCB-E811-80C3-3863BB430E3F,77554,8760,29.186741,-94.975468,1.5,RR101,1,,88650,114600,2018
33A96CBA-6FCB-E811-80C3-3863BB430E3F,77554,6578,29.214683,-94.916955,2.7,RR101,1,,257550,341700,2018
33AA6ABA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.290126,-94.796386,3.1,RR101,1,,138330,157400,2018
33AB5FBA-6FCB-E811-80C3-3863BB430E3F,77550,6882,29.315342,-94.771755,1.3,RR101,1,,152670,172590,2018
33B57CBA-6FCB-E811-80C3-3863BB430E3F,77551,6273,29.259565,-94.845591,2.3,RR101,1,,141570,153860,2018
33B772BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.301375,-94.784466,2.8,RR101,1.5,,198300,233000,2018
33B86CBA-6FCB-E811-80C3-3863BB430E3F,77550,4095,29.300476,-94.778457,2.9,RR101,1,,88370,103640,2018
33B97CBA-6FCB-E811-80C3-3863BB430E3F,77554,11848,29.131776,-95.069642,2.9,RR101,2,,597130,745310,2018
33BA72BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.308382,-94.778864,3.1,RR101,1,,118790,128370,2018
33BF72BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.285027,-94.823179,1.5,RR101,1,,164560,189310,2018
33C172BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.300304,-94.781328,2.6,RR101,1,,123160,142220,2018
33C37CBA-6FCB-E811-80C3-3863BB430E3F,77550,3528,29.291682,-94.801822,2.7,RR101,1,,132360,145710,2018
33C87CBA-6FCB-E811-80C3-3863BB430E3F,77554,20386,29.224645,-94.899398,2.2,RR101,2,,404520,545980,2018
33D36EBA-6FCB-E811-80C3-3863BB430E3F,77554,7187,29.199036,-94.943152,2.2,RR101,1,,107640,144360,2018
33EF5CBA-6FCB-E811-80C3-3863BB430E3F,77550,5184,29.293337,-94.806355,2.2,RR101,1,,103070,122360,2018
340063BA-6FCB-E811-80C3-3863BB430E3F,77551,6229,29.284712,-94.824567,3,RR101,1,,88800,115000,2018
34017ABA-6FCB-E811-80C3-3863BB430E3F,77554,23305,29.217297,-94.93634,2.4,RR101,2,,919210,1368060,2018
340D7ABA-6FCB-E811-80C3-3863BB430E3F,77550,1481,29.299332,-94.805741,1.5,RR101,2,,28200,31580,2018
341368BA-6FCB-E811-80C3-3863BB430E3F,77550,7187,29.298108,-94.8071,1.5,RR101,1,,62080,84000,2018
34147ABA-6FCB-E811-80C3-3863BB430E3F,77551,7492,29.282975,-94.822592,2,RR101,1.5,,167450,197150,2018
341668BA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.304833,-94.785121,3.9,RR101,2,,118960,129990,2018
34238BBA-6FCB-E811-80C3-3863BB430E3F,77551,6186,29.270155,-94.837045,1.7,RR101,1,,123570,141550,2018
342968BA-6FCB-E811-80C3-3863BB430E3F,77551,1917,29.278763,-94.837415,3.6,RR101,1,,46900,51040,2018
342C68BA-6FCB-E811-80C3-3863BB430E3F,77551,4182,29.285931,-94.829088,3.1,RR101,1,,69850,87490,2018
342D8BBA-6FCB-E811-80C3-3863BB430E3F,77550,5619,29.316406,-94.772081,1.2,RR101,1,,136660,155890,2018
34318BBA-6FCB-E811-80C3-3863BB430E3F,77554,7449,29.184666,-94.977192,3.2,RR101,1,,75660,97770,2018
343B92BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.281195,-94.816853,5.2,RR101,1,,52670,65050,2018
343E92BA-6FCB-E811-80C3-3863BB430E3F,77550,2657,29.306362,-94.773863,2.5,RR101,1.5,,102750,112650,2018
344085BA-6FCB-E811-80C3-3863BB430E3F,77554,6708,29.196317,-94.980578,2.8,RR101,1,,217140,389990,2018
344385BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.281729,-94.821485,2.2,RR101,1,,49670,68230,2018
34438EBA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.293537,-94.783922,1.5,RR101,2,,188460,340000,2018
34458EBA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.280175,-94.825214,1.5,RR101,1,,41820,57570,2018
344992BA-6FCB-E811-80C3-3863BB430E3F,77550,3267,29.298393,-94.785237,2.3,RR101,1,,139660,155360,2018
344C8EBA-6FCB-E811-80C3-3863BB430E3F,77550,8059,29.320864,-94.772773,1.6,RR101,1,,265510,295210,2018
344D85BA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.294748,-94.912856,3.7,RR101,1,,343120,418260,2018
345092BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.280176,-94.827119,4.5,RR101,1,,82030,106780,2018
34558EBA-6FCB-E811-80C3-3863BB430E3F,77550,5489,29.316459,-94.768337,2.1,RR101,1,,107390,143000,2018
345685BA-6FCB-E811-80C3-3863BB430E3F,77554,39596,29.262315,-94.877228,1.7,RR101,,,8960,17480,2018
34578EBA-6FCB-E811-80C3-3863BB430E3F,77550,8494,29.284745,-94.804575,3,RR101,1,,81060,110760,2018
345D77BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.280479,-94.804871,1.9,RR101,1,,165780,184850,2018
345E85BA-6FCB-E811-80C3-3863BB430E3F,77554,16596,29.229926,-94.891034,1.5,RR101,2,,552690,975210,2018
345F85BA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.141304,-95.04616,4.3,RR101,1,,135760,164070,2018
